pools	E
221	18.0391689937009
222	5.35816922825948
223	12.538031742467
224	9.90096836690431
225	6.95057008129822
226	9.45309207705241
227	6.06324305276472
228	40.4104385298236
229	9.09167975243954
230	4.63298252643249
231	14.9529487437103
232	1.17159088773023
233	19.9040926233953
234	5.56304217614302
235	9.31828504716915
236	11.7694889330502
237	7.45991528006314
238	4.94600823533637
239	0.674202696573434
240	5.55085329078266
241	12.7375644125625
242	3.51200235656125
243	3.06275162698331
244	3.9802039573942
245	14.8839144922055
246	4.53468640414394
247	3.70954774769354
248	6.26182875927972
249	13.7812618954332
250	8.70663142752633
251	3.19600110450491
252	5.39396619790723
253	6.18069320994729
254	3.74112367314719
255	5.44212257336429
256	6.32755169802187
257	4.81513548253372
258	4.91842064600667
259	3.51299683180971
260	7.32396950535599
261	2.51809075633506
262	16.7577610355872
263	1.22580242048453
264	15.6516705095289
265	4.97676586489376
266	23.758028956373
267	4.36227945506475
268	8.37528399927456
269	10.2592085472213
270	9.87300187621382
271	13.9968588836885
272	3.67353262402471
273	12.6676416648636
274	2.84740566767442
275	2.49717156045192
276	18.8228150292697
277	2.66475556862527
278	7.04466894108813
279	15.2849425199211
280	3.82841223685803
281	5.01959210491036
282	3.44703376138493
283	7.42255879686841
284	5.94733572362207
285	15.5743410154327
286	4.50844300898205
287	0.441152762850851
288	0.272984645328476
289	10.5232456596554
290	4.33692783649876
291	12.44869629636
292	4.597815123859
293	4.91250216382372
294	9.5050044835049
295	6.10970557859752
296	7.16556639032912
297	25.18164404733
298	2.14941197726667
299	1.07712466938314
300	5.46951826051562
301	12.0130095912733
302	21.2196716450757
303	10.9775184477463
304	5.68998418927237
305	3.70683221565332
306	5.29028897912241
307	2.86833600415921
308	8.9617736186679
309	6.03614626156007
310	11.7520784998341
311	16.7691163391728
312	4.78140950426322
313	2.51035854949401
314	2.21278923623809
315	7.85266449493723
316	10.5214537569155
317	2.80677446338691
318	11.77427669393
319	5.68427991385649
320	7.21654367289986
321	5.93242861809713
322	7.8437674791022
323	21.0372713688761
324	6.71205978149794
325	4.88124913231513
326	0.652611536092565
327	7.18628837486178
328	11.8153161460968
329	5.14399982046857
330	4.9637609099661
331	1.24391667161808
332	4.81414013524924
333	2.24848880279704
334	0.459592204153436
335	2.24265762529597
336	5.97288072580084
337	4.61763363620902
338	5.77970110963603
339	3.48238986958502
340	3.56037222199668
341	3.30063714094433
342	9.78810599190255
343	5.27965590249064
344	3.19785585984404
345	4.67207798849065
346	9.91352393136899
347	8.69044352628814
348	2.40890407451601
349	4.17185706406707
350	5.88808348186945
351	4.84999037143998
352	0.716585255800628
353	11.8908411925778
354	7.62851708509736
355	8.32933452895724
356	5.2881495557223
357	2.31734301026548
358	11.1675238512357
359	6.9017583773448
360	4.15946434157889
361	7.74474205624073
362	1.63647813182402
363	4.37936047991908
364	3.58535095324601
365	4.91118297223542
366	5.11266821912345
367	5.29300396937368
368	4.59130151667299
369	4.21099043995851
370	2.6430857512555
371	7.58266670866028
372	10.6456496266261
373	6.9298372110874
374	2.235776006625
375	1.1505749734218
376	5.7655385475835
377	12.7478555863498
378	12.5841562510213
379	6.36894608076869
380	2.95573296231972
381	9.54049383546102
382	4.53002303907413
383	5.90688865187666
384	6.26201021667492
385	4.57502981382896
386	6.08850409763817
387	1.87514942148829
388	0.771885359304134
389	0.124384723450385
390	5.70293843243703
391	3.99910128979257
392	1.27747322049972
393	2.85404058138891
394	5.5876236037133
395	2.16419682047567
396	3.93668779089448
397	8.75387747116015
398	5.4178110426145
399	10.8931030941214
400	4.4128874078932
401	3.54952411308544
402	6.72172497941529
403	5.00957531404702
404	8.21809394676453
405	3.57489943254794
406	11.1771000291414
407	4.4789792886309
408	2.28994507623456
409	0.971224648817033
410	0.070596394151435
411	4.53017862840393
412	4.01396871927155
413	1.54306518198834
414	20.7391063449057
415	8.60269340179384
416	1.89505337689258
417	2.84822503770496
418	11.0541405674198
419	6.84520374532683
420	6.41025315496102
421	6.39891541979898
422	3.25988790209751
423	7.89266327485449
424	4.32238290478247
425	2.18089314690648
426	7.86147150879464
427	3.62004251441389
428	2.68849684131651
429	6.48611066330832
430	8.23265192695483
431	3.82153643837134
432	4.28664118532043
433	5.27943640821742
434	3.5163266303826
435	3.90462025594271
436	6.00817811891218
437	3.52982992774786
438	5.10055008182497
439	6.37706643942365
440	2.61976699526795
441	0.761686964249751
442	2.33663794372093
443	14.0102198748405
444	8.14964652782433
445	3.01838296411023
446	5.09599999659126
447	3.60015598042505
448	10.2142460659499
449	4.03379771538105
450	0.31302472382269
451	3.71938968496145
452	3.76144267201859
453	3.94467664508662
454	6.46821921071492
455	13.4465946055331
456	7.52108592312319
457	9.36324546415016
458	3.61700257147747
459	1.83969233541406
460	0.532587418872914
461	6.52484126007894
462	2.39712535782516
463	4.9860838739942
464	6.02882694459819
465	3.59718571923199
466	4.46964118069269
467	14.5334827244124
468	2.1512423125371
469	4.96813756303594
470	1.41924784157518
471	3.0510505215301
472	6.06291630502036
473	11.5828029090476
474	2.86285721558289
475	8.50504211351794
476	2.96730869007804
477	4.13257198414875
478	3.5119531512981
479	4.97216877216455
480	5.73316838077712
481	4.99650643733447
482	3.10550183194063
483	1.99511242896749
484	7.08368042927136
485	3.87083833205468
486	3.6715173224441
487	12.6876342834849
488	30.473916119303
489	4.24413144232113
490	2.91406180036172
491	15.4766723485088
492	2.17254585804781
493	3.54722309019649
494	1.04689501039945
495	6.65948869574621
496	6.17320400489839
497	18.8601737143716
498	8.37945995093441
499	3.40243532219189
500	4.00648854186612
501	4.31458152237829
502	6.30439201658866
503	2.91540588548054
504	0.302204304846621
505	4.04214643676872
506	8.23880995493763
507	8.13873639824649
508	2.67085344558729
509	3.26247847142065
510	3.52729970071885
511	7.46369466050038
512	4.58170821001019
513	8.886630137697
514	4.9263795447741
515	1.35632717826849
516	2.68208996160093
517	0.443244747048422
518	4.30033186363244
519	4.44559228362244
520	3.58878571745476
521	3.40562392669059
522	5.509652979548
523	9.79393827082641
524	7.82772294086785
525	8.84746830724816
526	12.7335179462055
527	0.0417120349693355
528	6.15188346985154
529	2.84999142503995
530	3.73815178809487
531	3.76794890399075
532	12.1883317593142
533	2.50087797363194
534	4.54844245100721
535	5.09393798497396
536	4.47598966462687
537	2.7072851670378
538	0.32927276554317
539	4.77548064989365
540	10.0740421411047
541	3.04396719024047
542	5.46639845637154
543	7.39949276706414
544	5.52139355902626
545	5.90574518316642
546	3.55261973799834
547	4.48780230375396
548	3.94701467145634
549	5.22560987208726
550	4.68780329575513
551	7.29649167128291
552	4.75323906852067
553	4.75542718227653
554	6.34194528773162
555	6.38007478876366
556	5.10593817332055
557	3.27607779800277
558	4.60825713947094
559	3.37233522761826
560	0.949990260617948
561	7.99264288014934
562	5.92756549811382
563	3.62910898140092
564	5.77686880471105
565	10.7277497110296
566	5.55127910984346
567	6.07921206670496
568	3.79515239958834
569	6.87476677611269
570	3.64711900272668
571	5.1751530916051
572	9.12495200334798
573	4.64001120971915
574	6.28720523569192
575	10.9398742783276
576	5.71465984008738
577	10.7096220363585
578	3.77724247268065
579	5.87799109118875
580	11.2138132536435
581	10.8181280751039
582	1.97804470521397
583	0.593007256453975
584	4.49376227637459
585	6.0452268729349
586	3.83465626299378
587	7.44406323763689
588	5.85129653587357
589	7.89543018837803
590	2.86138974628963
591	2.52856429730959
592	4.85754021987292
593	4.16724772013343
594	4.54636627644553
595	1.05719777654522
596	7.05824422080488
597	0.787390067870773
598	10.4802630757528
599	21.565833502997
600	1.55068880011199
601	9.63683654236809
602	16.8840792263756
603	9.93055229528871
604	9.19167605214577
605	5.50369920785318
606	4.68887373833503
607	7.44106455968667
608	3.66339361450055
609	1.68921626284478
610	3.37509013480847
611	7.6448837796243
612	4.86857809635241
613	7.91484087767993
614	6.75744328082165
615	7.85921404609992
616	3.78521447473007
617	3.8608922526274
618	3.02564235379211
619	6.01842895704416
620	5.51037333811846
621	0.826398966668553
622	6.78099517417283
623	2.44785194608319
624	8.77382153665289
625	3.09944416639841
626	5.3569166714164
627	3.8947590286748
628	8.57858057887921
629	6.51136012540015
630	5.27632660438856
631	5.06599950956302
632	8.68564643312371
633	23.7860867737533
634	0.533199477873819
635	3.81978538782101
636	7.15296669451952
637	6.56684532978743
638	10.2407852664701
639	5.09889625029808
640	7.63903634699792
641	10.7853482753997
642	5.0240455683922
643	4.82930505680243
644	9.32611679169086
645	1.70689166209437
646	1.74582166084261
647	6.21294223753978
648	9.22573122537609
649	9.71088741446098
650	4.55411477766166
651	3.19714449419005
652	2.18032191527462
653	3.53879973435589
654	3.8988896144368
655	3.08560384978332
656	5.92817241046246
657	8.74277484978857
658	7.492620936461
659	1.67806372361976
660	0.62327351823677
661	3.85785496092287
662	8.76652001219883
663	7.16073484873872
664	11.2955215788174
665	14.859542808902
666	18.2033052890832
667	3.15562935388603
668	13.0183142001967
669	4.88598609785454
670	5.67278219892756
671	0.500016551851548
672	2.5879466762286
673	8.64773932744426
674	4.83491926162506
675	3.96384489527127
676	8.17581789226448
677	19.6027385295494
678	1.73395789968294
679	3.30349659005751
680	5.18196598354021
681	1.26981092590071
682	1.80234106307329
683	5.41639705971414
684	7.58499510555417
685	7.66509010416893
686	8.70074116396847
687	4.12421044666507
688	8.6537083527298
689	2.5824184742369
690	8.05871570384271
691	2.459397553099
692	1.79619623676344
693	2.34967651067814
694	4.56435848980126
695	37.3570671532529
696	4.7818365275434
697	6.14828814276848
698	24.8912169501944
699	10.6108281768911
700	6.12228785882704
701	5.49095138798109
702	3.96833383312779
703	0.419033644205233
704	7.02684306862589
705	2.84498443189195
706	5.40951345373488
707	2.39870090617418
708	4.31958843832193
709	2.84640362636342
710	5.82461291034436
711	3.65823716276508
712	3.04353481386707
713	4.52391172260025
714	4.23278545700006
715	16.0587280881844
716	3.48598420743703
717	5.47186844502052
718	2.84653586118825
719	5.8232564426494
720	3.32324982691394
721	6.50658714249127
722	5.85104316855289
723	10.3739287746766
724	5.18532049933703
725	5.49702943763174
726	6.87636680538164
727	4.99883402414542
728	1.47738303559554
729	3.66325398239179
730	3.78538557878303
731	6.57964431526707
732	6.84492704765269
733	7.75125987731683
734	11.4882996332315
735	4.86813728374969
736	8.95296873992144
737	1.70697346160571
738	0.976025060474952
739	3.95460154495058
740	10.3597027561239
741	4.4439238205058
742	2.71065434928219
743	11.104562242187
744	10.2395698264576
745	6.16920402764894
746	13.7001755066839
747	0.192165721035718
748	2.18488258375394
749	1.20983820960586
750	4.44006499874725
751	6.70641991267985
752	6.83250779402535
753	7.4847987392411
754	3.55590838066531
755	5.65790517406128
756	3.06306565196744
757	10.3767170155586
758	11.9791041093669
759	1.27909274552747
760	1.13320031132905
761	3.75190479793695
762	19.983300783735
763	6.39901633280023
764	8.30593676280558
765	17.1599295949006
766	2.57320363373465
767	5.05319323971616
768	19.8633727373783
769	5.6861388466166
770	0.467400108464639
771	2.52852417910473
772	0.125331030296497
773	11.9322461322133
774	5.55043460497714
775	3.21880802463551
776	2.49591657086923
777	5.10583632806163
778	21.6836893476374
779	1.08362006411495
780	0.336950610610638
781	3.70241507879035
782	3.9764771931752
783	4.67037622566101
784	6.53861009258709
785	3.65158019310702
786	4.33521750345118
787	8.37689556283922
788	4.80887709477014
789	6.99423144715215
790	5.74507971781661
791	5.30688748008021
792	0.500436218642487
